,basket,product_to_recommend,probability,price,description
3922,frozenset({'22382'}),"frozenset({'22383', '85099B'})",0.11842105263157895,3.73,"LUNCH BAG SUKI DESIGN , JUMBO BAG RED RETROSPOT"
13424,frozenset({'22382'}),"frozenset({'23208', '23207'})",0.11842105263157895,3.3,"LUNCH BAG VINTAGE LEAF DESIGN, LUNCH BAG ALPHABET DESIGN"
16259,frozenset({'82494L'}),frozenset({'23321'}),0.11837237977805179,1.65,SMALL WHITE HEART OF WICKER
16111,frozenset({'22666'}),frozenset({'23301'}),0.11835748792270531,1.65,GARDENERS KNEELING PAD KEEP CALM 
7673,frozenset({'85123A'}),frozenset({'22423'}),0.11830131445904954,12.75,REGENCY CAKESTAND 3 TIER
6088,frozenset({'20726'}),"frozenset({'22383', '22382', '23209'})",0.11829268292682928,4.95,"LUNCH BAG SUKI DESIGN , LUNCH BAG SPACEBOY DESIGN , LUNCH BAG VINTAGE DOILY "
220,frozenset({'20726'}),"frozenset({'22629', '22382'})",0.11829268292682928,3.6,"SPACEBOY LUNCH BOX , LUNCH BAG SPACEBOY DESIGN "
4755,frozenset({'20726'}),frozenset({'22197'}),0.11829268292682928,0.85,POPCORN HOLDER
2214,frozenset({'20726'}),"frozenset({'20727', '22662', '22382', '20725'})",0.11829268292682928,6.4,"LUNCH BAG  BLACK SKULL., LUNCH BAG DOLLY GIRL DESIGN, LUNCH BAG SPACEBOY DESIGN , LUNCH BAG RED RETROSPOT"
5086,frozenset({'20726'}),"frozenset({'22384', '22383', '22382', '20728'})",0.11829268292682928,6.6,"LUNCH BAG PINK POLKADOT, LUNCH BAG SUKI DESIGN , LUNCH BAG SPACEBOY DESIGN , LUNCH BAG CARS BLUE"
3238,frozenset({'20726'}),"frozenset({'22383', '22662', '23206'})",0.11829268292682928,4.95,"LUNCH BAG SUKI DESIGN , LUNCH BAG DOLLY GIRL DESIGN, LUNCH BAG APPLE DESIGN"
3323,frozenset({'20726'}),"frozenset({'22662', '23207'})",0.11829268292682928,3.3,"LUNCH BAG DOLLY GIRL DESIGN, LUNCH BAG ALPHABET DESIGN"
13339,frozenset({'23209'}),"frozenset({'23208', '20725', '23206'})",0.11829025844930417,4.75,"LUNCH BAG VINTAGE LEAF DESIGN, LUNCH BAG RED RETROSPOT, LUNCH BAG APPLE DESIGN"
14361,frozenset({'23209'}),frozenset({'84879'}),0.11829025844930417,1.69,ASSORTED COLOUR BIRD ORNAMENT
853,frozenset({'23209'}),frozenset({'21931'}),0.11829025844930417,1.79,JUMBO STORAGE BAG SUKI
10310,frozenset({'22386'}),frozenset({'20719'}),0.11825487944890929,0.85,WOODLAND CHARLOTTE BAG
7186,frozenset({'22386'}),"frozenset({'85099F', '22411'})",0.11825487944890929,3.87,"JUMBO BAG STRAWBERRY, JUMBO SHOPPER VINTAGE RED PAISLEY"
680,frozenset({'22386'}),"frozenset({'20727', '20725', '85099B'})",0.11825487944890929,5.18,"LUNCH BAG  BLACK SKULL., LUNCH BAG RED RETROSPOT, JUMBO BAG RED RETROSPOT"
8598,frozenset({'22386'}),"frozenset({'20712', '21931'})",0.11825487944890929,3.87,"JUMBO BAG WOODLAND ANIMALS, JUMBO STORAGE BAG SUKI"
5054,frozenset({'22384'}),"frozenset({'22383', '22382', '20726', '20725'})",0.11815252416756175,6.4,"LUNCH BAG SUKI DESIGN , LUNCH BAG SPACEBOY DESIGN , LUNCH BAG WOODLAND, LUNCH BAG RED RETROSPOT"
7832,frozenset({'22384'}),"frozenset({'20727', '21930'})",0.11815252416756175,3.73,"LUNCH BAG  BLACK SKULL., JUMBO STORAGE BAG SKULLS"
8984,frozenset({'22384'}),frozenset({'21928'}),0.11815252416756175,2.08,JUMBO BAG SCANDINAVIAN BLUE PAISLEY
3135,frozenset({'22384'}),"frozenset({'22662', '23206'})",0.11815252416756175,3.3,"LUNCH BAG DOLLY GIRL DESIGN, LUNCH BAG APPLE DESIGN"
2510,frozenset({'22384'}),"frozenset({'22662', '20725', '20728'})",0.11815252416756175,4.75,"LUNCH BAG DOLLY GIRL DESIGN, LUNCH BAG RED RETROSPOT, LUNCH BAG CARS BLUE"
4465,frozenset({'22384'}),"frozenset({'22382', '85099B'})",0.11815252416756175,3.73,"LUNCH BAG SPACEBOY DESIGN , JUMBO BAG RED RETROSPOT"
5523,frozenset({'20728'}),"frozenset({'20727', '22383', '20726', '20725'})",0.11801242236024845,6.4,"LUNCH BAG  BLACK SKULL., LUNCH BAG SUKI DESIGN , LUNCH BAG WOODLAND, LUNCH BAG RED RETROSPOT"
5862,frozenset({'20728'}),"frozenset({'20726', '20725', '23206'})",0.11801242236024845,4.75,"LUNCH BAG WOODLAND, LUNCH BAG RED RETROSPOT, LUNCH BAG APPLE DESIGN"
5189,frozenset({'20728'}),"frozenset({'22384', '20726', '22382', '20725'})",0.11801242236024845,6.4,"LUNCH BAG PINK POLKADOT, LUNCH BAG WOODLAND, LUNCH BAG SPACEBOY DESIGN , LUNCH BAG RED RETROSPOT"
11837,frozenset({'23298'}),frozenset({'23199'}),0.11793855302279485,1.79,JUMBO BAG APPLES
14327,frozenset({'23298'}),frozenset({'20727'}),0.11793855302279485,1.65,LUNCH BAG  BLACK SKULL.
5776,frozenset({'22383'}),"frozenset({'20727', '20726', '23206'})",0.11792905081495685,4.95,"LUNCH BAG  BLACK SKULL., LUNCH BAG WOODLAND, LUNCH BAG APPLE DESIGN"
1025,frozenset({'22383'}),"frozenset({'21931', '20728'})",0.11792905081495685,3.44,"JUMBO STORAGE BAG SUKI, LUNCH BAG CARS BLUE"
4460,frozenset({'22383'}),"frozenset({'22384', '85099B'})",0.11792905081495685,3.73,"LUNCH BAG PINK POLKADOT, JUMBO BAG RED RETROSPOT"
10852,frozenset({'22383'}),"frozenset({'20727', '23206', '20728'})",0.11792905081495685,4.95,"LUNCH BAG  BLACK SKULL., LUNCH BAG APPLE DESIGN, LUNCH BAG CARS BLUE"
2697,frozenset({'20725'}),"frozenset({'22383', '22662', '22382'})",0.11792086889061289,4.95,"LUNCH BAG SUKI DESIGN , LUNCH BAG DOLLY GIRL DESIGN, LUNCH BAG SPACEBOY DESIGN "
1940,frozenset({'22457'}),frozenset({'22720'}),0.11789038262668045,4.25,SET OF 3 CAKE TINS PANTRY DESIGN 
3848,frozenset({'22197'}),frozenset({'22382'}),0.1178743961352657,1.65,LUNCH BAG SPACEBOY DESIGN 
3459,frozenset({'22726'}),frozenset({'22193'}),0.11787072243346007,8.5,RED DINER WALL CLOCK
5760,frozenset({'20727'}),"frozenset({'20726', '20725', '23206'})",0.11787072243346007,4.75,"LUNCH BAG WOODLAND, LUNCH BAG RED RETROSPOT, LUNCH BAG APPLE DESIGN"
959,frozenset({'20727'}),"frozenset({'22383', '21931'})",0.11787072243346007,3.44,"LUNCH BAG SUKI DESIGN , JUMBO STORAGE BAG SUKI"
1772,frozenset({'22139'}),frozenset({'47566'}),0.11786148238153099,4.95,PARTY BUNTING
9739,frozenset({'23206'}),frozenset({'22385'}),0.11778290993071594,2.08,JUMBO BAG SPACEBOY DESIGN
6245,frozenset({'23206'}),"frozenset({'20726', '22382', '23209'})",0.11778290993071594,4.95,"LUNCH BAG WOODLAND, LUNCH BAG SPACEBOY DESIGN , LUNCH BAG VINTAGE DOILY "
11525,frozenset({'23206'}),"frozenset({'20727', '22382', '22384'})",0.11778290993071594,4.95,"LUNCH BAG  BLACK SKULL., LUNCH BAG SPACEBOY DESIGN , LUNCH BAG PINK POLKADOT"
5949,frozenset({'23206'}),"frozenset({'22384', '20726', '20728'})",0.11778290993071594,4.95,"LUNCH BAG PINK POLKADOT, LUNCH BAG WOODLAND, LUNCH BAG CARS BLUE"
5963,frozenset({'23206'}),"frozenset({'20727', '20726', '22384'})",0.11778290993071594,4.95,"LUNCH BAG  BLACK SKULL., LUNCH BAG WOODLAND, LUNCH BAG PINK POLKADOT"
9783,frozenset({'22411'}),"frozenset({'22385', '21931'})",0.11772151898734177,3.87,"JUMBO BAG SPACEBOY DESIGN, JUMBO STORAGE BAG SUKI"
1430,frozenset({'22411'}),"frozenset({'21929', '85099B', '21931'})",0.11772151898734177,5.66,"JUMBO BAG PINK VINTAGE PAISLEY, JUMBO BAG RED RETROSPOT, JUMBO STORAGE BAG SUKI"
12091,frozenset({'22411'}),"frozenset({'23199', '23202'})",0.11772151898734177,3.87,"JUMBO BAG APPLES, JUMBO BAG VINTAGE LEAF"
1301,frozenset({'22411'}),"frozenset({'23203', '85099C'})",0.11772151898734177,3.87,"JUMBO BAG VINTAGE DOILY , JUMBO  BAG BAROQUE BLACK WHITE"
882,frozenset({'22411'}),"frozenset({'20725', '21931'})",0.11772151898734177,3.24,"LUNCH BAG RED RETROSPOT, JUMBO STORAGE BAG SUKI"
4046,frozenset({'21212'}),frozenset({'22384'}),0.11758989310009717,1.65,LUNCH BAG PINK POLKADOT
8688,frozenset({'21212'}),frozenset({'22966'}),0.11758989310009717,1.25,GINGERBREAD MAN COOKIE CUTTER
387,frozenset({'82482'}),frozenset({'22457'}),0.1175799086757991,2.95,NATURAL SLATE HEART CHALKBOARD 
397,frozenset({'82482'}),frozenset({'22720'}),0.1175799086757991,4.25,SET OF 3 CAKE TINS PANTRY DESIGN 
8451,frozenset({'22961'}),frozenset({'22907'}),0.1175115207373272,0.85,PACK OF 20 NAPKINS PANTRY DESIGN
3450,frozenset({'22961'}),frozenset({'22969'}),0.1175115207373272,1.45,HOMEMADE JAM SCENTED CANDLES
1813,frozenset({'85099B'}),"frozenset({'22411', '22386'})",0.11750000000000001,3.58,"JUMBO SHOPPER VINTAGE RED PAISLEY, JUMBO BAG PINK POLKADOT"
16069,frozenset({'22699'}),"frozenset({'22697', '23172', '22698', '23170'})",0.11749680715197956,9.2,"GREEN REGENCY TEACUP AND SAUCER, REGENCY TEA PLATE PINK, PINK REGENCY TEACUP AND SAUCER, REGENCY TEA PLATE ROSES "
8511,frozenset({'22699'}),"frozenset({'23245', '22697'})",0.11749680715197956,7.9,"SET OF 3 REGENCY CAKE TINS, GREEN REGENCY TEACUP AND SAUCER"
169,frozenset({'22727'}),frozenset({'22720'}),0.11744583808437856,4.25,SET OF 3 CAKE TINS PANTRY DESIGN 
6253,frozenset({'22727'}),frozenset({'22467'}),0.11744583808437856,2.55,GUMBALL COAT RACK
4663,frozenset({'22382'}),"frozenset({'22384', '20725', '23209'})",0.11740890688259109,4.75,"LUNCH BAG PINK POLKADOT, LUNCH BAG RED RETROSPOT, LUNCH BAG VINTAGE DOILY "
3860,frozenset({'22382'}),frozenset({'47566'}),0.11740890688259109,4.95,PARTY BUNTING
4172,frozenset({'22382'}),"frozenset({'20727', '22383', '20725', '22384'})",0.11740890688259109,6.4,"LUNCH BAG  BLACK SKULL., LUNCH BAG SUKI DESIGN , LUNCH BAG RED RETROSPOT, LUNCH BAG PINK POLKADOT"
6611,frozenset({'22382'}),"frozenset({'20727', '22383', '20725', '20728'})",0.11740890688259109,6.4,"LUNCH BAG  BLACK SKULL., LUNCH BAG SUKI DESIGN , LUNCH BAG RED RETROSPOT, LUNCH BAG CARS BLUE"
5322,frozenset({'22382'}),"frozenset({'22383', '20726', '20725', '20728'})",0.11740890688259109,6.4,"LUNCH BAG SUKI DESIGN , LUNCH BAG WOODLAND, LUNCH BAG RED RETROSPOT, LUNCH BAG CARS BLUE"
2469,frozenset({'22382'}),"frozenset({'22384', '22383', '22662'})",0.11740890688259109,4.95,"LUNCH BAG PINK POLKADOT, LUNCH BAG SUKI DESIGN , LUNCH BAG DOLLY GIRL DESIGN"
16617,frozenset({'23084'}),frozenset({'23480'}),0.11735330836454431,3.75,MINI LIGHTS WOODLAND MUSHROOMS
8524,frozenset({'22960'}),frozenset({'22624'}),0.1173120728929385,8.5,IVORY KITCHEN SCALES
3349,frozenset({'23209'}),"frozenset({'20727', '22662'})",0.1172962226640159,3.3,"LUNCH BAG  BLACK SKULL., LUNCH BAG DOLLY GIRL DESIGN"
14985,frozenset({'23209'}),"frozenset({'23202', '20725'})",0.1172962226640159,3.53,"JUMBO BAG VINTAGE LEAF, LUNCH BAG RED RETROSPOT"
8522,frozenset({'22666'}),frozenset({'22624'}),0.11714975845410629,8.5,IVORY KITCHEN SCALES
4837,frozenset({'20725'}),"frozenset({'20727', '22384', '20726'})",0.11714507370054306,4.95,"LUNCH BAG  BLACK SKULL., LUNCH BAG PINK POLKADOT, LUNCH BAG WOODLAND"
7023,frozenset({'20725'}),frozenset({'20914'}),0.11714507370054306,2.95,SET/5 RED RETROSPOT LID GLASS BOWLS
9709,frozenset({'20725'}),frozenset({'22385'}),0.11714507370054306,2.08,JUMBO BAG SPACEBOY DESIGN
772,frozenset({'22386'}),"frozenset({'22383', '20728'})",0.11710677382319172,3.3,"LUNCH BAG SUKI DESIGN , LUNCH BAG CARS BLUE"
778,frozenset({'22386'}),"frozenset({'20727', '20728'})",0.11710677382319172,3.3,"LUNCH BAG  BLACK SKULL., LUNCH BAG CARS BLUE"
2027,frozenset({'22386'}),frozenset({'22662'}),0.11710677382319172,1.65,LUNCH BAG DOLLY GIRL DESIGN
736,frozenset({'22386'}),"frozenset({'22382', '20725'})",0.11710677382319172,3.1,"LUNCH BAG SPACEBOY DESIGN , LUNCH BAG RED RETROSPOT"
1014,frozenset({'22386'}),"frozenset({'22384', '21931'})",0.11710677382319172,3.44,"LUNCH BAG PINK POLKADOT, JUMBO STORAGE BAG SUKI"
4650,frozenset({'22384'}),"frozenset({'20727', '23209', '20728'})",0.117078410311493,4.95,"LUNCH BAG  BLACK SKULL., LUNCH BAG VINTAGE DOILY , LUNCH BAG CARS BLUE"
748,frozenset({'22384'}),"frozenset({'23203', '22386'})",0.117078410311493,3.87,"JUMBO BAG VINTAGE DOILY , JUMBO BAG PINK POLKADOT"
13986,frozenset({'22384'}),"frozenset({'23208', '20727', '20725'})",0.117078410311493,4.75,"LUNCH BAG VINTAGE LEAF DESIGN, LUNCH BAG  BLACK SKULL., LUNCH BAG RED RETROSPOT"
14221,frozenset({'20726'}),"frozenset({'23208', '22382', '20725'})",0.11707317073170732,4.75,"LUNCH BAG VINTAGE LEAF DESIGN, LUNCH BAG SPACEBOY DESIGN , LUNCH BAG RED RETROSPOT"
11706,frozenset({'20726'}),frozenset({'23201'}),0.11707317073170732,1.79,JUMBO BAG ALPHABET
5622,frozenset({'20726'}),"frozenset({'22384', '85099B'})",0.11707317073170732,3.73,"LUNCH BAG PINK POLKADOT, JUMBO BAG RED RETROSPOT"
2440,frozenset({'20726'}),"frozenset({'22384', '22383', '22662', '20725'})",0.11707317073170732,6.4,"LUNCH BAG PINK POLKADOT, LUNCH BAG SUKI DESIGN , LUNCH BAG DOLLY GIRL DESIGN, LUNCH BAG RED RETROSPOT"
14194,frozenset({'20726'}),"frozenset({'23208', '22383', '23206'})",0.11707317073170732,4.95,"LUNCH BAG VINTAGE LEAF DESIGN, LUNCH BAG SUKI DESIGN , LUNCH BAG APPLE DESIGN"
12144,frozenset({'20726'}),"frozenset({'23199', '23206'})",0.11707317073170732,3.44,"JUMBO BAG APPLES, LUNCH BAG APPLE DESIGN"
3252,frozenset({'20726'}),"frozenset({'22662', '22382', '23206'})",0.11707317073170732,4.95,"LUNCH BAG DOLLY GIRL DESIGN, LUNCH BAG SPACEBOY DESIGN , LUNCH BAG APPLE DESIGN"
10937,frozenset({'20728'}),"frozenset({'22384', '22383', '23206'})",0.11697722567287787,4.95,"LUNCH BAG PINK POLKADOT, LUNCH BAG SUKI DESIGN , LUNCH BAG APPLE DESIGN"
10923,frozenset({'20728'}),"frozenset({'20727', '22384', '23206'})",0.11697722567287787,4.95,"LUNCH BAG  BLACK SKULL., LUNCH BAG PINK POLKADOT, LUNCH BAG APPLE DESIGN"
6469,frozenset({'20728'}),frozenset({'22197'}),0.11697722567287787,0.85,POPCORN HOLDER
10850,frozenset({'20727'}),"frozenset({'22383', '23206', '20728'})",0.11692015209125475,4.95,"LUNCH BAG SUKI DESIGN , LUNCH BAG APPLE DESIGN, LUNCH BAG CARS BLUE"
5774,frozenset({'20727'}),"frozenset({'20726', '22383', '23206'})",0.11692015209125475,4.95,"LUNCH BAG WOODLAND, LUNCH BAG SUKI DESIGN , LUNCH BAG APPLE DESIGN"
4449,frozenset({'85099B'}),"frozenset({'22384', '20725'})",0.116875,3.1,"LUNCH BAG PINK POLKADOT, LUNCH BAG RED RETROSPOT"
927,frozenset({'85099B'}),"frozenset({'22411', '21931'})",0.116875,3.58,"JUMBO SHOPPER VINTAGE RED PAISLEY, JUMBO STORAGE BAG SUKI"
14971,frozenset({'23203'}),"frozenset({'23202', '20725'})",0.11666666666666667,3.53,"JUMBO BAG VINTAGE LEAF, LUNCH BAG RED RETROSPOT"
7725,frozenset({'23206'}),frozenset({'21930'}),0.11662817551963048,2.08,JUMBO STORAGE BAG SKULLS
11539,frozenset({'23206'}),"frozenset({'22384', '22383', '22382'})",0.11662817551963048,4.95,"LUNCH BAG PINK POLKADOT, LUNCH BAG SUKI DESIGN , LUNCH BAG SPACEBOY DESIGN "
3587,frozenset({'22993'}),frozenset({'22558'}),0.11662817551963048,1.65,CLOTHES PEGS RETROSPOT PACK 24 
183,frozenset({'22726'}),frozenset({'85099B'}),0.11660329531051963,2.08,JUMBO BAG RED RETROSPOT
9202,frozenset({'22411'}),"frozenset({'23203', '21928'})",0.11645569620253164,4.16,"JUMBO BAG VINTAGE DOILY , JUMBO BAG SCANDINAVIAN BLUE PAISLEY"
12266,frozenset({'22411'}),frozenset({'23207'}),0.11645569620253164,1.65,LUNCH BAG ALPHABET DESIGN
11274,frozenset({'22382'}),"frozenset({'22383', '23206', '23209'})",0.11639676113360324,4.95,"LUNCH BAG SUKI DESIGN , LUNCH BAG APPLE DESIGN, LUNCH BAG VINTAGE DOILY "
5790,frozenset({'22382'}),"frozenset({'20727', '20726', '23206'})",0.11639676113360324,4.95,"LUNCH BAG  BLACK SKULL., LUNCH BAG WOODLAND, LUNCH BAG APPLE DESIGN"
11260,frozenset({'22382'}),"frozenset({'20727', '23206', '23209'})",0.11639676113360324,4.95,"LUNCH BAG  BLACK SKULL., LUNCH BAG APPLE DESIGN, LUNCH BAG VINTAGE DOILY "
4201,frozenset({'22382'}),"frozenset({'22384', '22383', '20725', '20728'})",0.11639676113360324,6.4,"LUNCH BAG PINK POLKADOT, LUNCH BAG SUKI DESIGN , LUNCH BAG RED RETROSPOT, LUNCH BAG CARS BLUE"
4032,frozenset({'22382'}),"frozenset({'20727', '22383', '23209'})",0.11639676113360324,4.95,"LUNCH BAG  BLACK SKULL., LUNCH BAG SUKI DESIGN , LUNCH BAG VINTAGE DOILY "
5419,frozenset({'22382'}),"frozenset({'20727', '22383', '20726', '20725'})",0.11639676113360324,6.4,"LUNCH BAG  BLACK SKULL., LUNCH BAG SUKI DESIGN , LUNCH BAG WOODLAND, LUNCH BAG RED RETROSPOT"
10301,frozenset({'20725'}),frozenset({'20719'}),0.11636927851047324,0.85,WOODLAND CHARLOTTE BAG
8983,frozenset({'20725'}),frozenset({'21928'}),0.11636927851047324,2.08,JUMBO BAG SCANDINAVIAN BLUE PAISLEY
7038,frozenset({'84879'}),frozenset({'22178'}),0.11636363636363638,1.95,VICTORIAN GLASS HANGING T-LIGHT
1098,frozenset({'22961'}),frozenset({'84991'}),0.11635944700460829,0.55,60 TEATIME FAIRY CAKE CASES
7321,frozenset({'22961'}),frozenset({'22077'}),0.11635944700460829,1.95,6 RIBBONS RUSTIC CHARM
3577,frozenset({'22961'}),frozenset({'22558'}),0.11635944700460829,1.65,CLOTHES PEGS RETROSPOT PACK 24 
375,frozenset({'22086'}),frozenset({'85123A'}),0.11632653061224489,2.95,CREAM HANGING HEART T-LIGHT HOLDER
3664,frozenset({'22086'}),frozenset({'22867'}),0.11632653061224489,2.1,HAND WARMER BIRD DESIGN
1877,frozenset({'22086'}),frozenset({'22083'}),0.11632653061224489,2.95,PAPER CHAIN KIT RETROSPOT
6023,frozenset({'23209'}),"frozenset({'20726', '20728'})",0.11630218687872763,3.3,"LUNCH BAG WOODLAND, LUNCH BAG CARS BLUE"
8698,frozenset({'22960'}),frozenset({'22966'}),0.11617312072892938,1.25,GINGERBREAD MAN COOKIE CUTTER
10624,frozenset({'22720'}),frozenset({'20725'}),0.11605584642233857,1.45,LUNCH BAG RED RETROSPOT
12503,frozenset({'22383'}),"frozenset({'23207', '23209'})",0.11601150527325023,3.3,"LUNCH BAG ALPHABET DESIGN, LUNCH BAG VINTAGE DOILY "
4016,frozenset({'22383'}),"frozenset({'22382', '20725', '23209'})",0.11601150527325023,4.75,"LUNCH BAG SPACEBOY DESIGN , LUNCH BAG RED RETROSPOT, LUNCH BAG VINTAGE DOILY "
4993,frozenset({'22383'}),"frozenset({'22384', '20726', '20725', '20728'})",0.11601150527325023,6.4,"LUNCH BAG PINK POLKADOT, LUNCH BAG WOODLAND, LUNCH BAG RED RETROSPOT, LUNCH BAG CARS BLUE"
9998,frozenset({'22384'}),"frozenset({'20727', '20724'})",0.11600429645542426,2.5,"LUNCH BAG  BLACK SKULL., RED RETROSPOT CHARLOTTE BAG"
5216,frozenset({'22384'}),"frozenset({'20727', '20726', '20725', '20728'})",0.11600429645542426,6.4,"LUNCH BAG  BLACK SKULL., LUNCH BAG WOODLAND, LUNCH BAG RED RETROSPOT, LUNCH BAG CARS BLUE"
12744,frozenset({'22384'}),"frozenset({'23207', '20725', '23206'})",0.11600429645542426,4.75,"LUNCH BAG ALPHABET DESIGN, LUNCH BAG RED RETROSPOT, LUNCH BAG APPLE DESIGN"
2611,frozenset({'22384'}),"frozenset({'20727', '22383', '22662'})",0.11600429645542426,4.95,"LUNCH BAG  BLACK SKULL., LUNCH BAG SUKI DESIGN , LUNCH BAG DOLLY GIRL DESIGN"
12758,frozenset({'22384'}),"frozenset({'22383', '23207', '20725'})",0.11600429645542426,4.75,"LUNCH BAG SUKI DESIGN , LUNCH BAG ALPHABET DESIGN, LUNCH BAG RED RETROSPOT"
11592,frozenset({'22384'}),"frozenset({'23209', '22383', '23206'})",0.11600429645542426,4.95,"LUNCH BAG VINTAGE DOILY , LUNCH BAG SUKI DESIGN , LUNCH BAG APPLE DESIGN"
729,frozenset({'22384'}),"frozenset({'22382', '22386'})",0.11600429645542426,3.44,"LUNCH BAG SPACEBOY DESIGN , JUMBO BAG PINK POLKADOT"
6647,frozenset({'20727'}),"frozenset({'85099B', '20728'})",0.11596958174904942,3.73,"JUMBO BAG RED RETROSPOT, LUNCH BAG CARS BLUE"
6358,frozenset({'20727'}),frozenset({'47566'}),0.11596958174904942,4.95,PARTY BUNTING
4002,frozenset({'20727'}),"frozenset({'22382', '20725', '23209'})",0.11596958174904942,4.75,"LUNCH BAG SPACEBOY DESIGN , LUNCH BAG RED RETROSPOT, LUNCH BAG VINTAGE DOILY "
9771,frozenset({'22386'}),"frozenset({'22385', '21931'})",0.11595866819747416,3.87,"JUMBO BAG SPACEBOY DESIGN, JUMBO STORAGE BAG SUKI"
11960,frozenset({'22386'}),"frozenset({'23199', '21931'})",0.11595866819747416,3.58,"JUMBO BAG APPLES, JUMBO STORAGE BAG SUKI"
724,frozenset({'22386'}),"frozenset({'22382', '85099B'})",0.11595866819747416,3.73,"LUNCH BAG SPACEBOY DESIGN , JUMBO BAG RED RETROSPOT"
6486,frozenset({'23298'}),frozenset({'20728'}),0.1159563924677899,1.65,LUNCH BAG CARS BLUE
13855,frozenset({'20728'}),"frozenset({'23208', '23209'})",0.11594202898550726,3.3,"LUNCH BAG VINTAGE LEAF DESIGN, LUNCH BAG VINTAGE DOILY "
6909,frozenset({'22666'}),frozenset({'84380'}),0.11594202898550725,1.45,SET OF 3 BUTTERFLY COOKIE CUTTERS
8679,frozenset({'22666'}),frozenset({'22384'}),0.11594202898550725,1.65,LUNCH BAG PINK POLKADOT
10447,frozenset({'22138'}),frozenset({'22621'}),0.11592505854800937,1.65,TRADITIONAL KNITTING NANCY
2553,frozenset({'20726'}),"frozenset({'22384', '22662', '20728'})",0.11585365853658537,4.95,"LUNCH BAG PINK POLKADOT, LUNCH BAG DOLLY GIRL DESIGN, LUNCH BAG CARS BLUE"
3266,frozenset({'20726'}),"frozenset({'22662', '20725', '23206'})",0.11585365853658537,4.75,"LUNCH BAG DOLLY GIRL DESIGN, LUNCH BAG RED RETROSPOT, LUNCH BAG APPLE DESIGN"
10081,frozenset({'20726'}),"frozenset({'22383', '20724'})",0.11585365853658537,2.5,"LUNCH BAG SUKI DESIGN , RED RETROSPOT CHARLOTTE BAG"
6103,frozenset({'20726'}),"frozenset({'22384', '22383', '23209'})",0.11585365853658537,4.95,"LUNCH BAG PINK POLKADOT, LUNCH BAG SUKI DESIGN , LUNCH BAG VINTAGE DOILY "
5628,frozenset({'20726'}),"frozenset({'22384', '22386'})",0.11585365853658537,3.44,"LUNCH BAG PINK POLKADOT, JUMBO BAG PINK POLKADOT"
2275,frozenset({'20726'}),"frozenset({'20727', '22383', '22662', '22382'})",0.11585365853658537,6.6,"LUNCH BAG  BLACK SKULL., LUNCH BAG SUKI DESIGN , LUNCH BAG DOLLY GIRL DESIGN, LUNCH BAG SPACEBOY DESIGN "
593,frozenset({'85099B'}),"frozenset({'22386', '20725'})",0.115625,3.24,"JUMBO BAG PINK POLKADOT, LUNCH BAG RED RETROSPOT"
12151,frozenset({'85099B'}),"frozenset({'23203', '23199'})",0.115625,3.87,"JUMBO BAG VINTAGE DOILY , JUMBO BAG APPLES"
3489,frozenset({'20725'}),frozenset({'22197'}),0.11559348332040341,0.85,POPCORN HOLDER
12775,frozenset({'23206'}),"frozenset({'22384', '22383', '23207'})",0.11547344110854503,4.95,"LUNCH BAG PINK POLKADOT, LUNCH BAG SUKI DESIGN , LUNCH BAG ALPHABET DESIGN"
3199,frozenset({'23206'}),"frozenset({'20727', '22383', '22662'})",0.11547344110854503,4.95,"LUNCH BAG  BLACK SKULL., LUNCH BAG SUKI DESIGN , LUNCH BAG DOLLY GIRL DESIGN"
11631,frozenset({'23206'}),"frozenset({'22386', '85099B'})",0.11547344110854503,3.87,"JUMBO BAG PINK POLKADOT, JUMBO BAG RED RETROSPOT"
16109,frozenset({'22993'}),frozenset({'23301'}),0.11547344110854503,1.65,GARDENERS KNEELING PAD KEEP CALM 
11233,frozenset({'23206'}),"frozenset({'20727', '22383', '22382', '20725'})",0.11547344110854503,6.4,"LUNCH BAG  BLACK SKULL., LUNCH BAG SUKI DESIGN , LUNCH BAG SPACEBOY DESIGN , LUNCH BAG RED RETROSPOT"
14001,frozenset({'23206'}),"frozenset({'23208', '20727', '22384'})",0.11547344110854503,4.95,"LUNCH BAG VINTAGE LEAF DESIGN, LUNCH BAG  BLACK SKULL., LUNCH BAG PINK POLKADOT"
213,frozenset({'23206'}),frozenset({'22629'}),0.11547344110854503,1.95,SPACEBOY LUNCH BOX 
12949,frozenset({'23206'}),"frozenset({'20726', '23207', '20725'})",0.11547344110854503,4.75,"LUNCH BAG WOODLAND, LUNCH BAG ALPHABET DESIGN, LUNCH BAG RED RETROSPOT"
7117,frozenset({'22382'}),frozenset({'85099F'}),0.11538461538461538,2.08,JUMBO BAG STRAWBERRY
5186,frozenset({'22382'}),"frozenset({'22384', '20726', '20725', '20728'})",0.11538461538461538,6.4,"LUNCH BAG PINK POLKADOT, LUNCH BAG WOODLAND, LUNCH BAG RED RETROSPOT, LUNCH BAG CARS BLUE"
7515,frozenset({'22382'}),frozenset({'22367'}),0.11538461538461538,1.95,CHILDRENS APRON SPACEBOY DESIGN
14343,frozenset({'23209'}),frozenset({'22197'}),0.11530815109343936,0.85,POPCORN HOLDER
